workflow_name,workflow_id,file_path,state,active_last_7_days,not_utilized_last_7_days_including_disabled,runs_7d,last_run_at_utc,success_7d,failure_7d,cancelled_7d,timed_out_7d,action_required_7d,queued_or_in_progress_7d,workflow_dependencies,granted_access_permissions,rate_limit_included,variable_mappings,tokenized_variable_refs,copilot_variable_refs,variable_ref_count,has_variable_mapping,branch_update_conflict_risk,branch_update_conflict_reasons,branch_update_conflict_mitigation_vars,trigger_types,workflow_dispatch_enabled,workflow_call_enabled,schedule_enabled,workflow_run_enabled,timeout_configured,concurrency_configured,runner_labels,artifact_upload_steps,recommended_portfolio_action,copilot_smoke_posture,portfolio_note
Analytics Failure Simulator,225897127,.github/workflows/test-analytics-failure-sim.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read,True,"{""vars"": [], ""secrets"": [], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",,,0,False,low,no direct write patterns detected or low branch-drift interaction risk,,workflow_dispatch,True,False,False,False,True,True,ubuntu-latest,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
RAG Module Tests,221711588,.github/workflows/test-rag.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",read-all,True,"{""vars"": [], ""secrets"": [""CODECOV_TOKEN"", ""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN"", ""HF_TOKEN"", ""RAG_OPENAI_KEY""], ""env_context"": [], ""shell_env"": [""AGENT_TOOLSDIRECTORY"", ""COVERAGE""], ""repo_var_matches"": [""AGENT_TOOLSDIRECTORY""], ""copilot_focus_vars"": [""AGENT_TOOLSDIRECTORY""]}","TSEC_CODECOV_TOKEN,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN,TSEC_HF_TOKEN,TSEC_RAG_OPENAI_KEY",AGENT_TOOLSDIRECTORY,8,True,low,no direct write patterns detected or low branch-drift interaction risk,,"push,pull_request,issues",False,False,False,False,True,True,ubuntu-latest,2,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Test Variables API,256624124,.github/workflows/test-variables-api.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | actions: read,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [], ""shell_env"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""DRY_RUN"", ""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY"", ""HAS_REPO"", ""SCOPES""], ""repo_var_matches"": [], ""copilot_focus_vars"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""]}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY","CODEX_BACKUP_KEY,CODEX_MASTER_KEY",7,True,low,no direct write patterns detected or low branch-drift interaction risk,,workflow_dispatch,True,False,False,False,True,True,ubuntu-latest,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Token Expiry Monitor,273070437,.github/workflows/token-expiry-monitor.yml,active,True,False,1,2026-05-15T09:57:01Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | issues: write,True,"{""vars"": [""CODEX_BACKUP_KEY_EXPIRY_DATE"", ""CODEX_MASTER_KEY_EXPIRY_DATE""], ""secrets"": [], ""env_context"": [""HAS_URGENT_ISSUES"", ""URGENT_DETAILS""], ""shell_env"": [""EXISTING"", ""EXIT"", ""GITHUB_ENV"", ""REPO"", ""TITLE""], ""repo_var_matches"": [], ""copilot_focus_vars"": [""CODEX_BACKUP_KEY_EXPIRY_DATE"", ""CODEX_MASTER_KEY_EXPIRY_DATE""]}","TVAR_CODEX_BACKUP_KEY_EXPIRY_DATE,TVAR_CODEX_MASTER_KEY_EXPIRY_DATE,TENV_HAS_URGENT_ISSUES,TENV_URGENT_DETAILS","CODEX_BACKUP_KEY_EXPIRY_DATE,CODEX_MASTER_KEY_EXPIRY_DATE",9,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule,issues",True,False,True,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Token Probe — CODEX_MASTER_KEY & CODEX_BACKUP_KEY Validation,239965373,.github/workflows/token-probe.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | pull-requests: write | issues: write | contents: read,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [""BACKUP_FUNCTIONAL"", ""BACKUP_READ"", ""BACKUP_WRITE"", ""GITHUB_RUN_NUMBER"", ""GITHUB_STEP_SUMMARY"", ""MASTER_FUNCTIONAL"", ""MASTER_READ"", ""MASTER_WRITE"", ""REQUIRE_BOTH""], ""shell_env"": [""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY"", ""READ_STATUS"", ""WRITE_STATUS""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TENV_BACKUP_FUNCTIONAL,TENV_BACKUP_READ,TENV_BACKUP_WRITE,TENV_GITHUB_RUN_NUMBER,TENV_GITHUB_STEP_SUMMARY,TENV_MASTER_FUNCTIONAL,TENV_MASTER_READ,TENV_MASTER_WRITE,TENV_REQUIRE_BOTH",,14,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Trigger validations on approval,272783451,.github/workflows/trigger-on-approval.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | actions: write | pull-requests: write | issues: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [], ""shell_env"": [""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY"", ""HEAD_SHA"", ""PR_HEAD_REF"", ""PR_NUMBER"", ""REVIEWER_LOGIN""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY",,8,True,low,no direct write patterns detected or low branch-drift interaction risk,,issues,False,False,False,False,True,True,ubuntu-latest,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Unified Deployment Suite,231490935,.github/workflows/unified-deployment.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write | # pages: write  # REMOVED — pages deployment is exclusively via pages-mkdocs.yml | id-token: write | pull-requests: write | packages: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [], ""shell_env"": [""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY",,4,True,medium,write-capable and event-triggered; potential merge or stale-head conflict during main updates,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","push,workflow_dispatch",True,False,False,False,True,True,ubuntu-latest,2,review-manually-high-impact,unobserved-7d,Idle but branch-sensitive or write-capable; verify downstream automation before disable.
Validation Pipeline,190514156,.github/workflows/validate.yml,active,True,False,2,2026-05-15T04:24:04Z,0,2,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | checks: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,3,True,low,no direct write patterns detected or low branch-drift interaction risk,,"pull_request,workflow_dispatch,schedule,issues",True,False,True,False,True,True,ubuntu-latest,9,keep-enabled-wec-critical,observed-failures,WEC always-required or merge-required; disabling interrupts approval or merge-readiness gates.
Auto-Sync Variables Master Guide,242711407,.github/workflows/vars-guide-sync.yml,active,True,False,1,2026-05-15T06:58:13Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write | pull-requests: write,True,"{""vars"": [""CODEX_CACHE_VERSION""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""ABSENT"", ""CHANGED"", ""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY"", ""GUIDE"", ""JSON_PATH"", ""REPORT_PATH"", ""STAMP""], ""repo_var_matches"": [], ""copilot_focus_vars"": [""CODEX_CACHE_VERSION""]}","TVAR_CODEX_CACHE_VERSION,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",CODEX_CACHE_VERSION,12,True,high,write-capable + event-driven workflow; may race with branch/main drift during active sessions,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","workflow_dispatch,schedule,workflow_run",True,False,True,True,True,True,ubuntu-latest,1,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Workflow Analytics & Health (Unified),231490939,.github/workflows/workflow-analytics-unified.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write | issues: write | actions: read,True,"{""vars"": [""CODEX_CACHE_VERSION""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": [""CODEX_CACHE_VERSION""]}","TVAR_CODEX_CACHE_VERSION,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY",CODEX_CACHE_VERSION,3,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule,issues",True,False,True,False,True,True,ubuntu-latest,3,already-disabled,disabled,Already non-active in GitHub Actions.
Workflow Execution Gate,253534478,.github/workflows/workflow-execution-gate.yml,active,True,False,5,2026-05-15T04:44:06Z,3,0,2,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [""RATE_LIMITED""], ""shell_env"": [""BODY"", ""DRY_RUN"", ""EXISTING_ID"", ""FF_BLOCK"", ""FF_FILES_LIST"", ""GITHUB_ENV"", ""GITHUB_OUTPUT"", ""GITHUB_REPOSITORY"", ""GITHUB_TOKEN"", ""HAS_CHECKLIST"", ""MERGE_MODE"", ""PR"", ""PR_INPUT_NUMBER"", ""SECTION"", ""TO_RUN"", ""TO_SKIP""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN,TENV_RATE_LIMITED",,19,True,medium,orchestration-sensitive chain; can conflict via workflow_run ordering when branch becomes behind,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","pull_request,workflow_dispatch",True,False,False,False,True,True,ubuntu-latest,1,keep-enabled-wec-critical,observed-green,WEC always-required or merge-required; disabling interrupts approval or merge-readiness gates.
Workflow Expiry Enforcer — Auto-disable on expiry,199499333,.github/workflows/workflow-expiry-enforcer.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,3,True,medium,write-capable and event-triggered; potential merge or stale-head conflict during main updates,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","push,workflow_dispatch,schedule,issues",True,False,True,False,True,True,"[self-hosted, linux] | ubuntu-latest",0,already-disabled,disabled,Already non-active in GitHub Actions.
Workflow Documentation Link Validation,227034495,.github/workflows/workflow-link-validation.yml,active,True,False,1,2026-05-15T04:04:54Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write  # For PR comments,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [""PYTHON_VERSION""], ""shell_env"": [""STRICT_MODE""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TENV_PYTHON_VERSION",,4,True,low,no direct write patterns detected or low branch-drift interaction risk,,"push,pull_request,workflow_dispatch,schedule,issues",True,False,True,False,True,True,ubuntu-latest,1,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Workflow Restore Tool,219140198,.github/workflows/workflow-restore.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write | pull-requests: write,True,"{""vars"": [], ""secrets"": [], ""env_context"": [], ""shell_env"": [""DATE"", ""DEST_FILE"", ""ENABLED"", ""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY"", ""LATEST_DIR"", ""NOW"", ""SOURCE"", ""SOURCE_FILE"", ""STATUS"", ""WORKFLOW""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",,,11,True,low,no direct write patterns detected or low branch-drift interaction risk,,workflow_dispatch,True,False,False,False,True,True,ubuntu-latest,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Claude,244827805,dynamic/agents/anthropic-code-agent,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",n/a (not in top-level workflow dir snapshot),False,n/a (workflow file unavailable in local snapshot),,,0,False,unknown,workflow file unavailable locally for conflict analysis,,,False,False,False,False,False,False,,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
OpenAI Codex,255167321,dynamic/agents/openai-code-agent,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",n/a (not in top-level workflow dir snapshot),False,n/a (workflow file unavailable in local snapshot),,,0,False,unknown,workflow file unavailable locally for conflict analysis,,,False,False,False,False,False,False,,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Claude,239249989,dynamic/anthropic-code-agent/claude,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",n/a (not in top-level workflow dir snapshot),False,n/a (workflow file unavailable in local snapshot),,,0,False,unknown,workflow file unavailable locally for conflict analysis,,,False,False,False,False,False,False,,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Codespaces Prebuilds,221118112,dynamic/codespaces/create_codespaces_prebuilds,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",n/a (not in top-level workflow dir snapshot),False,n/a (workflow file unavailable in local snapshot),,,0,False,unknown,workflow file unavailable locally for conflict analysis,,,False,False,False,False,False,False,,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Copilot code review,203241863,dynamic/copilot-pull-request-reviewer/copilot-pull-request-reviewer,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",n/a (not in top-level workflow dir snapshot),False,n/a (workflow file unavailable in local snapshot),,,0,False,unknown,workflow file unavailable locally for conflict analysis,,,False,False,False,False,False,False,,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Copilot cloud agent,185834576,dynamic/copilot-swe-agent/copilot,active,True,False,6,2026-05-15T18:13:45Z,2,1,2,0,0,1,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",n/a (not in top-level workflow dir snapshot),False,n/a (workflow file unavailable in local snapshot),,,0,False,unknown,workflow file unavailable locally for conflict analysis,,,False,False,False,False,False,False,,0,keep-enabled-active,observed-failures,Observed runs in the last 7 days.
Dependabot Updates,198731352,dynamic/dependabot/dependabot-updates,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",n/a (not in top-level workflow dir snapshot),False,n/a (workflow file unavailable in local snapshot),,,0,False,unknown,workflow file unavailable locally for conflict analysis,,,False,False,False,False,False,False,,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Dependency Graph,223327346,dynamic/dependabot/update-graph,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",n/a (not in top-level workflow dir snapshot),False,n/a (workflow file unavailable in local snapshot),,,0,False,unknown,workflow file unavailable locally for conflict analysis,,,False,False,False,False,False,False,,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Automatic Dependency Submission,217823191,dynamic/dependency-graph/auto-submission,active,True,False,14,2026-05-15T18:34:09Z,14,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",n/a (not in top-level workflow dir snapshot),False,n/a (workflow file unavailable in local snapshot),,,0,False,unknown,workflow file unavailable locally for conflict analysis,,,False,False,False,False,False,False,,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
CodeQL,226589674,dynamic/github-code-scanning/codeql,active,True,False,14,2026-05-15T18:34:09Z,13,0,0,0,0,1,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",n/a (not in top-level workflow dir snapshot),False,n/a (workflow file unavailable in local snapshot),,,0,False,unknown,workflow file unavailable locally for conflict analysis,,,False,False,False,False,False,False,,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
pages-build-deployment,216570777,dynamic/pages/pages-build-deployment,active,True,False,8,2026-05-15T18:34:09Z,8,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",n/a (not in top-level workflow dir snapshot),False,n/a (workflow file unavailable in local snapshot),,,0,False,unknown,workflow file unavailable locally for conflict analysis,,,False,False,False,False,False,False,,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
